City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,vernal,40.4555,-109.5287,33.22,23,0,2.06,US,1722798710
280,puerto baquerizo moreno,-0.9,-89.6,23.55,88,40,6.17,EC,1722798665
281,nemuro,43.3236,145.575,15.52,100,100,3.48,JP,1722798556
282,port saint john's,-31.6229,29.5448,16.84,64,69,9.19,ZA,1722798555
283,barra do corda,-5.5,-45.25,36.09,17,0,2.69,BR,1722798715
284,tarko-sale,64.9225,77.785,17.95,77,100,8.24,RU,1722798470
285,carnarvon,-24.8667,113.6333,16.87,72,0,7.1,AU,1722798479
286,flying fish cove,-10.4217,105.6791,23.82,88,100,4.63,CX,1722798718
287,coahuayana de hidalgo,18.7,-103.6583,31.93,61,80,2.79,MX,1722798719
288,fale old settlement,-9.3852,-171.2468,27.58,82,94,7.05,TK,1722798535
289,parauapebas,-6.0675,-49.9022,33.99,29,0,3.09,BR,1722798632
290,visby,57.6409,18.296,19.12,88,0,1.54,SE,1722798722
291,oshawa,43.9001,-78.8496,29.97,48,100,1.79,CA,1722798599
292,rakops,-21.0167,24.3333,20.95,12,0,0.54,BW,1722798725
293,happy valley-goose bay,53.3168,-60.3315,29.17,34,20,4.12,CA,1722798726
294,kismayo,-0.3582,42.5454,24.51,75,24,8.59,SO,1722798727
295,padangsidempuan,1.3667,99.2667,22.21,91,100,0.6,ID,1722798729
296,badger,64.8,-147.5333,17.59,68,0,2.06,US,1722798569
297,poljcane,46.3119,15.5792,19.78,89,65,0.99,SI,1722798731
298,mar de espanha,-21.8672,-43.0097,26.31,44,1,3.23,BR,1722798732
299,niquelandia,-14.4739,-48.4597,30.28,19,0,3.44,BR,1722798569
300,dubrovnik,42.6481,18.0922,25.8,69,0,2.57,HR,1722798614
301,makar'yev,57.8797,43.8069,15.17,91,21,1.63,RU,1722798736
302,pinheiro machado,-31.5783,-53.3811,9.47,98,100,6.22,BR,1722798737
303,camana,-16.6228,-72.7111,16.58,77,46,3.46,PE,1722798450
304,sumbe,-11.2061,13.8437,20.22,89,97,3.33,AO,1722798739
305,fraserburgh,57.6874,-2.0184,17.29,79,100,9.77,GB,1722798740
306,fallon,39.4735,-118.7774,30.62,44,20,2.57,US,1722798741
307,rosetta,31.4044,30.4164,26.95,66,0,3.5,EG,1722798743
308,touros,-5.1989,-35.4608,26.27,65,0,7.44,BR,1722798744
309,lihue,21.9789,-159.3672,27.18,74,20,6.69,US,1722798745
310,sitka,57.0531,-135.33,17.94,68,20,0.0,US,1722798746
311,dakhla,23.6848,-15.958,20.01,100,20,2.06,EH,1722798747
312,hasaki,35.7333,140.8333,24.22,86,5,1.83,JP,1722798639
313,odiongan,12.4017,121.9919,27.79,81,100,7.72,PH,1722798749
314,huddinge,59.237,17.9819,17.64,91,40,2.06,SE,1722798750
315,ola,59.5833,151.2833,11.57,90,15,0.77,RU,1722798488
316,bay harbor,30.1471,-85.6146,32.47,63,75,6.17,US,1722798753
317,moose jaw,50.4001,-105.5344,23.14,40,100,8.75,CA,1722798754
318,amahai,-3.3333,128.9167,24.48,92,100,2.91,ID,1722798755
319,sarina,-21.4333,149.2167,15.9,80,100,3.86,AU,1722798756
320,lepsy,46.235,78.9456,25.27,39,96,8.15,KZ,1722798759
321,fortaleza,-3.7227,-38.5247,29.07,65,0,7.72,BR,1722798523
322,lerwick,60.1545,-1.1494,15.0,84,99,8.94,GB,1722798761
323,flin flon,54.7682,-101.865,20.91,32,20,3.6,CA,1722798762
324,lompoc,34.6391,-120.4579,23.63,49,0,4.67,US,1722798637
325,puerto quijarro,-17.7833,-57.7667,37.02,19,87,1.38,BO,1722798764
326,kingston,17.997,-76.7936,33.53,66,20,9.77,JM,1722798284
327,juneau,58.3019,-134.4197,19.0,63,0,4.12,US,1722798766
328,enewetak,11.3474,162.3373,28.68,76,100,3.73,MH,1722798767
329,tadine,-21.55,167.8833,19.23,65,85,5.97,NC,1722798768
330,fort bragg,35.139,-79.006,31.29,67,40,4.63,US,1722798684
331,tamluk,22.3,87.9167,28.04,85,97,4.22,IN,1722798770
332,jiangkou,25.4872,119.1986,27.35,88,100,0.87,CN,1722798771
333,remire-montjoly,4.9167,-52.2667,28.02,83,100,7.2,GF,1722798381
334,meadow lake,34.8014,-106.5436,32.64,30,100,3.2,US,1722798773
335,mersa matruh,31.3525,27.2453,26.91,75,0,4.27,EG,1722798627
336,hawera,-39.5917,174.2833,7.35,87,30,2.57,NZ,1722798775
337,korla,41.7597,86.1469,30.42,27,87,2.03,CN,1722798433
338,bonthe,7.5264,-12.505,25.26,84,99,3.45,SL,1722798528
339,crystal city,28.6775,-99.8281,37.06,34,0,0.0,US,1722798779
340,inga,-7.2808,-35.6044,26.57,55,97,6.55,BR,1722798780
341,aginskoye,51.1,114.53,13.34,86,0,1.85,RU,1722798781
342,oppdal,62.5943,9.6912,14.89,93,75,2.88,NO,1722798488
343,laojunmiao,39.8333,97.7333,23.91,20,52,2.13,CN,1722798439
344,gostynin,52.4294,19.4619,17.86,84,100,0.68,PL,1722798784
345,la passe,45.5549,-0.8967,23.21,78,0,3.99,FR,1722798417
346,dzuunmod,48.2199,97.3744,10.2,67,33,1.24,MN,1722798787
347,san felipe,10.3399,-68.7425,27.78,67,100,2.28,VE,1722798788
348,kyabe,9.4515,18.9449,20.67,97,100,1.41,TD,1722798789
349,weno,7.4515,151.8468,28.56,76,12,4.12,FM,1722798632
350,boende,-0.2167,20.8667,25.53,67,67,1.6,CD,1722798791
351,mahina,-17.5065,-149.489,25.87,65,20,0.51,PF,1722798792
352,xique xique,-10.8217,-42.7311,30.25,27,0,5.08,BR,1722798794
353,novodvinsk,64.4165,40.8122,14.86,73,100,3.2,RU,1722798305
354,bereznik,62.8551,42.7072,15.55,93,100,1.93,RU,1722798796
355,itoman,26.1247,127.6694,28.91,91,0,4.12,JP,1722798797
356,yugorsk,61.3133,63.3319,14.96,91,99,0.63,RU,1722798554
357,hohhot,40.8106,111.6522,18.96,78,0,1.88,CN,1722798800
358,olavarria,-36.8927,-60.3225,15.6,41,100,3.23,AR,1722800401
359,smithers,54.7804,-127.1743,23.18,35,40,1.54,CA,1722799979
360,seydi,39.4816,62.9137,30.08,21,0,4.84,TM,1722800584
361,sandnessjoen,66.0217,12.6316,22.06,53,40,3.09,NO,1722800541
362,murghob,38.1702,73.9667,14.23,54,71,2.36,TJ,1722800587
363,nicoya,10.1483,-85.452,28.82,76,100,1.88,CR,1722800527
364,dunedin,-45.8742,170.5036,6.56,70,100,2.97,NZ,1722800512
365,storozhevaya,43.8789,41.4514,17.88,65,0,2.81,RU,1722800590
366,ponot,8.452,123.0222,25.55,86,100,2.28,PH,1722800591
367,severo-yeniseyskiy,60.3725,93.0408,11.39,71,29,1.87,RU,1722800592
368,santo antonio do ica,-3.1022,-67.9397,25.4,87,86,1.7,BR,1722800593
369,paka,4.6374,103.4368,23.96,94,90,0.0,MY,1722800594
370,saynshand,44.8824,110.1163,21.96,40,1,3.35,MN,1722800528
371,ratnapura,6.6828,80.3992,24.41,98,90,0.46,LK,1722800596
372,kisangani,0.5167,25.2,24.27,77,56,1.22,CD,1722800585
373,akjoujt,19.6969,-14.4164,33.89,44,22,4.74,MR,1722800598
374,taro,-8.3862,115.28,21.0,94,77,0.54,ID,1722800549
375,tosontsengel,48.7567,98.2839,10.32,85,100,1.28,MN,1722800600
376,kalifornsky,60.4183,-151.29,14.96,78,75,2.57,US,1722800602
377,turtas,58.9417,69.1325,15.16,86,67,0.89,RU,1722800603
378,gobabis,-22.45,18.9667,16.61,22,0,5.64,NA,1722800357
379,yuzhno-kurilsk,44.0306,145.8556,16.39,99,100,2.69,RU,1722800471
380,enriquillo,17.9,-71.2333,32.82,62,18,5.45,DO,1722800070
381,lupane,-18.9315,27.807,15.49,18,4,1.97,ZW,1722800607
382,newman,37.3138,-121.0208,35.89,18,0,0.81,US,1722800303
383,lindale,32.5157,-95.4094,33.5,59,11,4.42,US,1722800609
384,pacific grove,36.6177,-121.9166,15.26,92,40,4.63,US,1722800464
385,mazatlan,23.2167,-106.4167,31.62,73,20,3.09,MX,1722800578
386,nuuk,64.1835,-51.7216,9.34,76,0,2.06,GL,1722800238
387,corumba,-19.0092,-57.6533,35.95,23,0,3.09,BR,1722800613
388,mount gambier,-37.8333,140.7667,3.77,84,100,1.8,AU,1722800614
389,robertsport,6.7533,-11.3686,25.47,83,100,4.34,LR,1722800615
390,konarka,19.9,86.1167,29.22,88,100,4.83,IN,1722800619
391,qarazhal,48.0078,70.7903,22.18,38,0,2.98,KZ,1722800519
392,saint-joseph,-21.3667,55.6167,17.09,78,20,3.64,RE,1722800120
393,kenora,49.8167,-94.4337,18.54,68,100,3.6,CA,1722800132
394,nizhneangarsk,55.7833,109.55,11.0,91,21,0.92,RU,1722800623
395,aykhal,66.0,111.5,13.79,57,14,3.48,RU,1722800624
396,quelimane,-17.8786,36.8883,21.97,83,0,2.57,MZ,1722800625
397,greymouth,-42.4667,171.2,5.53,89,100,2.75,NZ,1722800557
398,shizuishan,39.2333,106.7694,24.76,45,0,0.88,CN,1722800627
399,vanimo,-2.6741,141.3028,24.52,90,100,1.85,PG,1722800534
400,avon,41.4517,-82.0354,30.14,49,20,2.57,US,1722800519
401,lodja,-3.4833,23.4333,25.06,50,14,1.2,CD,1722800316
402,federal,-30.9547,-58.7833,15.59,55,97,7.55,AR,1722800631
403,farshut,26.0549,32.1633,34.86,16,76,3.99,EG,1722800632
404,betio village,1.358,172.9211,28.02,70,60,5.59,KI,1722800464
405,wamba,8.9333,8.6,22.9,91,99,1.8,NG,1722800635
406,nabire,-3.3667,135.4833,23.44,93,100,1.05,ID,1722800637
407,saudarkrokur,65.7461,-19.6394,14.05,66,81,4.95,IS,1722800087
408,hanzhong,33.0728,107.0303,23.09,91,0,0.5,CN,1722800639
409,fada,7.25,4.0667,26.37,89,75,4.12,NG,1722800170
410,sabancuy,18.9667,-91.1833,30.25,63,15,3.86,MX,1722800463
411,tralee,52.2704,-9.7026,18.05,95,82,3.48,IE,1722800642
412,zagora,30.3484,-5.8365,37.79,7,0,4.17,MA,1722800162
413,kabala,9.5833,-11.55,21.14,98,100,1.74,SL,1722800644
414,menongue,-14.6585,17.691,16.08,20,0,0.73,AO,1722800645
415,haiku-pauwela,20.9219,-156.3051,25.14,76,40,7.2,US,1722800646
416,tam ky,15.5667,108.4833,24.29,90,6,1.63,VN,1722800647
417,axim,4.8699,-2.2405,24.2,83,100,3.06,GH,1722800648
418,sablayan,12.8346,120.769,26.69,78,100,0.96,PH,1722800649
419,nadym,65.5333,72.5167,15.34,69,100,8.41,RU,1722800579
420,kattivakkam,13.2167,80.3167,26.61,94,100,6.71,IN,1722800652
421,pemangkat,1.1667,108.9667,26.52,84,99,4.65,ID,1722800458
422,labrador city,52.9463,-66.9114,20.1,44,75,6.17,CA,1722800318
423,lensk,60.7253,114.9278,13.94,99,100,1.46,RU,1722800655
424,acapulco de juarez,16.8634,-99.8901,30.9,70,75,4.63,MX,1722800268
425,skovorodino,53.9833,123.9167,16.17,99,100,1.1,RU,1722800657
426,okhotsk,59.3833,143.3,13.7,81,74,1.33,RU,1722800465
427,abony,47.1899,20.0048,22.45,54,0,0.51,HU,1722800456
428,santa elena de uairen,4.6167,-61.1333,24.13,73,100,3.43,VE,1722800661
429,mafinga,-7.25,35.0667,20.07,42,0,2.4,TZ,1722800662
430,eirunepe,-6.6603,-69.8736,31.32,52,81,1.03,BR,1722800288
431,shamakhi,40.6314,48.6414,23.43,56,0,2.07,AZ,1722800664
432,kourou,5.1552,-52.6478,30.03,69,100,4.95,GF,1722800665
433,tongren,27.7172,109.1853,24.37,92,35,1.67,CN,1722800667
434,issa,53.8705,44.8578,15.43,95,100,2.71,RU,1722800668
435,calvinia,-31.4707,19.776,2.72,94,29,1.96,ZA,1722800571
436,fortuna,40.5982,-124.1573,15.52,95,100,3.09,US,1722800442
437,tsiombe,-25.3,45.4833,16.63,89,0,2.3,MG,1722800274
438,xai-xai,-25.0519,33.6442,22.95,30,7,3.64,MZ,1722800592
439,midvagur,62.0511,-7.1939,12.46,94,100,11.83,FO,1722800586
440,kariba,-16.5167,28.8,19.52,30,6,1.52,ZW,1722800674
441,juegang,32.3174,121.1855,26.82,88,11,3.15,CN,1722800675
442,gaiman,-43.2897,-65.4929,15.27,33,53,2.86,AR,1722800463
443,krasnyy chikoy,50.3643,108.7512,13.06,95,50,0.88,RU,1722800677
444,sakakah,29.9697,40.2064,31.76,17,0,4.17,SA,1722800391
445,souillac,-20.5167,57.5167,18.21,88,40,1.54,MU,1722800263
446,khalis,33.82,44.5264,34.0,16,0,3.99,IQ,1722800680
447,zaghouan,36.4029,10.1429,28.92,60,0,6.16,TN,1722800681
448,prado,-17.3411,-39.2208,23.03,85,16,3.17,BR,1722800464
449,afaahiti,-17.75,-149.2833,25.93,72,78,5.05,PF,1722800184
450,kargasok,59.0556,80.8572,15.81,98,100,2.82,RU,1722800613
451,nongpoh,25.9,91.8833,24.76,97,100,1.25,IN,1722800686
452,mhamid,29.82,-5.72,39.7,7,0,4.32,MA,1722800542
453,hithadhoo,-0.6,73.0833,28.65,75,100,4.59,MV,1722800520
454,znamenskoye,57.1281,73.8282,14.93,97,79,1.85,RU,1722800689
455,mbabane,-26.3167,31.1333,17.74,28,100,2.62,SZ,1722800690
456,minsk mazowiecki,52.1794,21.5725,20.65,61,100,3.09,PL,1722800691
457,jayanca,-6.3908,-79.8219,21.78,48,13,6.54,PE,1722800692
458,lorengau,-2.0226,147.2712,26.69,80,100,2.85,PG,1722800281
459,vung tau,10.346,107.0843,26.39,83,99,5.02,VN,1722800694
460,kiuruvesi,63.65,26.6167,15.89,85,100,1.93,FI,1722800695
461,grootfontein,-19.5667,18.1167,19.98,17,0,3.1,NA,1722800697
462,mbandaka,0.0487,18.2603,21.08,97,72,0.96,CD,1722800698
463,gurlan,41.8447,60.3919,25.04,22,2,7.71,UZ,1722800699
464,belo sur tsiribihina,-19.7,44.55,18.42,87,0,1.01,MG,1722800700
465,chandla,25.0833,80.2,26.22,84,54,5.95,IN,1722800701
466,ocher,57.8904,54.7202,14.37,96,13,2.72,RU,1722800572
467,skawina,49.9752,19.8287,18.67,67,75,3.6,PL,1722800703
468,codrington,-38.2667,141.9667,5.31,78,100,3.16,AU,1722800450
469,priozersk,61.0393,30.1291,16.21,92,14,1.74,RU,1722800535
470,qarqaraly,49.4058,75.4742,16.01,66,88,0.84,KZ,1722800706
471,nkove,-7.95,30.85,23.12,43,7,1.54,TZ,1722800708
472,garoua,9.3,13.4,25.06,76,100,1.06,CM,1722800710
473,purranque,-40.9167,-73.1667,10.16,97,100,1.76,CL,1722800712
474,mungwi,-10.1732,31.3694,14.69,34,1,1.61,ZM,1722800713
475,lockwood,45.8191,-108.4149,31.67,37,20,4.12,US,1722800714
476,kyzylorda,44.8528,65.5092,23.01,40,0,3.0,KZ,1722800715
477,puerto real,36.5282,-6.1901,28.69,71,0,2.23,ES,1722800717
478,salekhard,66.53,66.6019,10.79,58,100,10.33,RU,1722800719
479,tuxtepec,18.1,-96.1167,31.36,63,5,2.25,MX,1722800720
480,alo,6.5486,4.2686,24.89,85,88,3.77,NG,1722800262
481,arar,30.9753,41.0381,32.01,9,0,4.12,SA,1722800722
482,selfoss,63.9331,-20.9971,11.69,83,100,8.06,IS,1722800312
483,padang,-0.9492,100.3543,25.03,93,76,2.13,ID,1722800724
484,callao,-12.0667,-77.15,19.16,68,75,5.14,PE,1722800246
485,mermoz boabab,14.7065,-17.4758,26.88,83,20,2.06,SN,1722800727
486,howrah,22.5892,88.3103,28.0,94,75,2.06,IN,1722800728
487,page,36.9147,-111.4558,35.21,22,0,0.45,US,1722800709
488,nchelenge,-9.3451,28.734,20.07,38,0,1.85,ZM,1722800730
489,igrim,63.1906,64.4162,15.02,95,28,2.27,RU,1722800731
490,fasa,28.9383,53.6482,33.58,17,40,2.06,IR,1722800732
491,kani keli,-12.9536,45.1033,23.59,59,14,1.9,YT,1722800733
492,nova era,-19.75,-43.0375,22.98,43,0,2.14,BR,1722800734
493,villa emilio carranza,19.9667,-96.6,29.1,68,5,3.46,MX,1722800735
494,tal'menka,53.8183,83.5677,16.58,82,99,1.72,RU,1722800736
495,kailua-kona,19.6406,-155.9956,26.82,81,75,2.57,US,1722800513
496,mujiayingzi,42.1167,118.7833,21.48,73,100,2.44,CN,1722800738
497,beykonak,36.3257,30.303,28.41,65,29,2.38,TR,1722800739
498,pontianak,-0.0333,109.3333,24.99,100,98,1.03,ID,1722800740
499,daru,-9.0763,143.2092,23.94,89,100,6.28,PG,1722800741
500,edson,53.5835,-116.4356,20.06,64,0,4.12,CA,1722800742
501,san blas,21.5167,-105.2667,35.94,72,80,3.24,MX,1722800743
502,darwin,-12.4611,130.8418,21.99,83,100,1.03,AU,1722800442
503,oktyabr'sk,53.1672,48.7006,18.48,76,100,1.59,RU,1722800745
504,porbandar,21.6422,69.6093,27.52,88,98,8.6,IN,1722800747
505,guiping,23.3925,110.0814,26.08,89,6,1.33,CN,1722800748
506,kill devil hills,36.0307,-75.676,26.05,92,100,9.77,US,1722800722
507,gazli,40.1333,63.45,31.25,20,0,5.19,UZ,1722800750
508,san agustin de valle fertil,-30.6335,-67.4682,18.32,31,6,5.34,AR,1722800585
509,bratsk,56.1325,101.6142,13.27,83,100,1.69,RU,1722800752
510,luau,-10.7073,22.2247,21.04,24,9,0.59,AO,1722800753
511,sault ste. marie,46.5168,-84.3333,25.77,48,40,4.63,CA,1722800631
512,westport,41.1415,-73.3579,27.66,74,0,4.63,US,1722800755
513,maych'ew,12.7875,39.5422,15.67,86,88,1.16,ET,1722800756
514,isangel,-19.55,169.2667,20.72,65,35,6.58,VU,1722800267
515,watampone,-4.5386,120.3279,24.04,85,90,1.91,ID,1722800758
516,yuma,32.7253,-114.6244,44.09,17,0,3.89,US,1722800546
517,san julian,21.0167,-102.1667,24.4,34,10,1.98,MX,1722800760
518,dzhalagash,45.0833,64.6667,26.35,26,0,2.99,KZ,1722800761
519,taroa,8.7058,171.2275,28.62,76,94,5.53,MH,1722800587
520,revda,56.801,59.9303,13.16,98,33,2.17,RU,1722800507
521,susuman,62.7833,148.1667,11.92,50,17,1.05,RU,1722800541
522,kruisfontein,-34.0033,24.7314,11.6,57,74,9.2,ZA,1722800765
523,crane,31.3974,-102.3501,35.56,25,25,4.18,US,1722800465
524,turpan,42.9333,89.1667,38.27,19,100,1.2,CN,1722800472
525,rabaul,-4.1967,152.1721,25.53,84,100,3.27,PG,1722800769
526,hadibu,12.65,54.0333,25.83,80,94,10.21,YE,1722800572
527,ma'rib,15.4591,45.3253,33.77,25,93,1.29,YE,1722800571
528,usinsk,65.9939,57.5281,13.83,82,100,10.65,RU,1722800557
529,dogondoutchi,13.6393,4.0287,27.97,68,99,5.65,NE,1722800773
530,khromtau,50.2503,58.4347,19.44,53,59,1.8,KZ,1722800774
531,hafar al-batin,28.4328,45.9708,36.32,11,0,5.14,SA,1722800775
532,merizo village,13.2658,144.6691,24.27,80,94,4.95,GU,1722800776
533,valle hermoso,25.6667,-97.8333,33.94,33,0,5.13,MX,1722800777
534,gweru,-19.45,29.8167,16.4,15,5,1.44,ZW,1722800778
535,seymour,38.9592,-85.8903,32.05,41,56,1.44,US,1722800552
536,ribas do rio pardo,-20.4431,-53.7592,33.96,18,12,1.81,BR,1722800780
537,lambarene,-0.7001,10.2406,24.58,67,86,3.67,GA,1722800781
538,kirensk,57.7853,108.1119,14.61,68,70,1.24,RU,1722800572
539,linqiong,30.4159,103.4609,24.9,91,0,0.58,CN,1722800783
540,milazzo,38.2212,15.2383,28.66,82,0,1.34,IT,1722800784
541,beneditinos,-5.45,-42.3667,35.67,20,0,2.73,BR,1722800785
542,ardestan,33.3761,52.3694,32.46,16,0,2.99,IR,1722800786
543,qobustan,40.0824,49.412,27.12,66,0,2.07,AZ,1722800787
544,strzelno,52.6279,18.1725,18.1,77,88,2.02,PL,1722800788
545,yuli,9.6989,10.2744,24.4,89,100,2.01,NG,1722800789
546,falam,22.9167,93.6833,20.66,99,100,1.3,MM,1722800790
547,franceville,-1.6333,13.5836,28.62,46,100,2.18,GA,1722800792
548,shanwei,22.782,115.3475,29.25,83,98,1.35,CN,1722800793
549,island harbour,50.724,-1.2758,17.17,79,75,1.34,GB,1722800541
550,gualeguay,-33.1416,-59.3097,17.68,41,29,5.08,AR,1722800582
551,clarence-rockland,45.5501,-75.291,31.28,44,26,4.66,CA,1722800796
552,beidaihehaibin,39.8222,119.5181,24.09,97,100,1.76,CN,1722800797
553,kokopo,-4.352,152.2633,24.44,88,99,2.94,PG,1722800798
554,saldanha,-33.0117,17.9442,7.03,52,45,2.58,ZA,1722800464
555,coulounieix,45.1529,0.6885,20.53,66,5,1.61,FR,1722800800
556,taoudenni,22.6783,-3.9836,40.37,11,0,5.19,ML,1722800801
557,trincomalee,8.5711,81.2335,25.86,76,66,3.65,LK,1722800564
558,vokhtoga,58.8147,41.0461,14.25,96,17,1.77,RU,1722800803
559,nha trang,12.25,109.1833,27.0,85,92,2.48,VN,1722800467
560,inari,68.906,27.0288,15.54,78,8,2.24,FI,1722800805
